X,Y,FID,UnitNumber,AddressNum,StreetName,FullCivicA
-12840453.3959,6637468.3138,12817,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12839689.8458,6636258.0148,12818,218,170,KANANASKIS WAY,218-170 KANANASKIS WAY
-12839808.6222,6635938.0363,12819,411,190,KANANASKIS WAY,411-190 KANANASKIS WAY
-12842322.0669,6635066.759,12820,125,200,PROSPECT HEIGHTS,125-200 PROSPECT HEIGHTS
-12839769.475,6636416.4521,12821,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12843205.6066,6638611.3546,12822,106,1735,11TH AVENUE,106-1735 11TH AVENUE
-12839945.3388,6636755.1332,12823,310,120,KANANASKIS WAY,310-120 KANANASKIS WAY
-12840570.4553,6636333.9421,12824,206,808,SPRING CREEK DRIVE,206-808 SPRING CREEK DRIVE
-12841539.8337,6633438.7198,12825,380,91B,THREE SISTERS DRIVE,380-91B THREE SISTERS DRIVE
-12840390.9369,6639570.9412,12826,5,1,ASPEN GLEN,5-1 ASPEN GLEN
-12842082.9846,6637135.4386,12827,110,826,8TH (Main) STREET,110-826 8TH (Main) STREET
-12838204.5295,6632351.4461,12828,313,175,CROSSBOW PLACE,313-175 CROSSBOW PLACE
-12836830.7123,6630214.6148,12829,201,2100B,STEWART CREEK DRIVE,201-2100B STEWART CREEK DRIVE
-12841346.3382,6638363.6405,12830,209,1602,2ND AVENUE,209-1602 2ND AVENUE
-12837834.2852,6637281.7913,12831,,276,EAGLE TERRACE ROAD,276 EAGLE TERRACE ROAD
-12839613.3582,6637072.1901,12832,,211,COUGAR POINT ROAD,211 COUGAR POINT ROAD
-12841769.4026,6636276.4835,12833,,718B,3RD STREET,718B 3RD STREET
-12838014.606,6632059.9851,12834,,301A,CASALE PLACE,301A CASALE PLACE
-12839951.4451,6635805.849,12835,,308,BOW VALLEY TRAIL,308 BOW VALLEY TRAIL
-12838249.7247,6635378.8825,12836,56,200,GLACIER DRIVE,56-200 GLACIER DRIVE
-12840829.4162,6638741.9531,12837,423,300,PALLISER LANE,423-300 PALLISER LANE
-12840552.8027,6637373.2896,12838,305,901,MOUNTAIN STREET,305-901 MOUNTAIN STREET
-12836830.7123,6630214.6148,12839,,2100,STEWART CREEK DRIVE,2100 STEWART CREEK DRIVE
-12841989.4799,6634289.5166,12840,17,127,CAREY,17-127 CAREY
-12836873.3752,6629977.3582,12841,102,3000B,STEWART CREEK DRIVE,102-3000B STEWART CREEK DRIVE
-12840486.044,6637410.4183,12842,118,901,MOUNTAIN STREET,118-901 MOUNTAIN STREET
-12840122.9884,6636464.7187,12843,105,109,KANANASKIS WAY,105-109 KANANASKIS WAY
-12837639.9179,6631176.9055,12844,105,85,DYRGAS GATE,105-85 DYRGAS GATE
-12841974.8677,6636969.9982,12845,307,810,7TH STREET,307-810 7TH STREET
-12841496.3975,6636531.7022,12846,,617,5TH STREET,617 5TH STREET
-12841441.0006,6637590.4714,12847,,1140,RAILWAY AVENUE,1140 RAILWAY AVENUE
-12839751.9492,6636055.4832,12848,10,187,KANANASKIS WAY,10-187 KANANASKIS WAY
-12841616.6869,6637291.4278,12849,204,1000,6TH AVENUE,204-1000 6TH AVENUE
-12842120.0445,6637271.3172,12850,,1002,8TH AVENUE,1002 8TH AVENUE
-12840650.6329,6635601.6187,12851,,251,SPRING CREEK GATE,251 SPRING CREEK GATE
-12839689.8458,6636258.0148,12852,230,170,KANANASKIS WAY,230-170 KANANASKIS WAY
-12843779.523,6639455.0002,12853,,918,LARCH PLACE,918 LARCH PLACE
-12841118.452,6638016.3791,12854,,203,13TH STREET,203 13TH STREET
-12840570.4553,6636333.9421,12855,PRKG,808,SPRING CREEK DRIVE,PRKG-808 SPRING CREEK DRIVE
-12838782.4243,6638348.5131,12856,,413,MOUNTAIN TRANQUILITY PL.,413 MOUNTAIN TRANQUILITY PL.
-12837269.6427,6635155.8837,12857,,123,BOW MEADOWS CRESCENT,123 BOW MEADOWS CRESCENT
-12838722.8646,6637278.1301,12858,1,137,WAPITI CLOSE,1-137 WAPITI CLOSE
-12838387.9727,6635888.7579,12859,,487,GROTTO ROAD,487 GROTTO ROAD
-12838227.1917,6636000.6822,12860,,553,GROTTO ROAD,553 GROTTO ROAD
-12839138.859,6636215.4203,12861,,327,HOODOO CRESCENT,327 HOODOO CRESCENT
-12840753.9757,6638683.316,12862,202,200C,PALLISER LANE,202-200C PALLISER LANE
-12840580.2806,6637448.0058,12863,310,1151,SIDNEY STREET,310-1151 SIDNEY STREET
-12836830.7123,6630214.6148,12864,,2100,STEWART CREEK DRIVE,2100 STEWART CREEK DRIVE
-12840453.3959,6637468.3138,12865,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12839586.8017,6636126.6191,12866,318,176,KANANASKIS WAY,318-176 KANANASKIS WAY
-12842422.7605,6633500.2504,12867,,15,SHELLIAN LANE,15 SHELLIAN LANE
-12843767.9486,6636455.1292,12868,,104,SQUIRREL CRESCENT,104 SQUIRREL CRESCENT
-12841441.0006,6637590.4714,12869,,1140,RAILWAY AVENUE,1140 RAILWAY AVENUE
-12842922.5234,6633601.7098,12870,,996,WILSON WAY,996 WILSON WAY
-12839063.9236,6636816.3675,12871,,116,SETTLER WAY,116 SETTLER WAY
-12839586.8017,6636126.6191,12872,203,176,KANANASKIS WAY,203-176 KANANASKIS WAY
-12841441.014,6636361.6523,12873,1,609,4TH STREET,1-609 4TH STREET
-12842283.6872,6633557.0059,12874,,852,LAWRENCE GRASSI RIDGE,852 LAWRENCE GRASSI RIDGE
-12837516.8151,6631442.9947,12875,106,100C,DYRGAS LANE,106-100C DYRGAS LANE
-12839769.475,6636416.4521,12876,266,160,KANANASKIS WAY,266-160 KANANASKIS WAY
-12837546.9943,6631083.7839,12877,210,75,DYRGAS GATE,210-75 DYRGAS GATE
-12843289.2407,6633833.1005,12878,,1116,WILSON WAY,1116 WILSON WAY
-12840651.8666,6636087.5052,12879,204,1105,SPRING CREEK DRIVE,204-1105 SPRING CREEK DRIVE
-12839770.7394,6636508.1496,12880,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12838714.3997,6635632.676,12881,,410A,GROTTO ROAD,410A GROTTO ROAD
-12837992.7249,6632228.6058,12882,327,150,CROSSBOW PLACE,327-150 CROSSBOW PLACE
-12841988.6167,6636798.7393,12883,1,810,6TH STREET,1-810 6TH STREET
-12841891.6182,6638912.5523,12884,54,1718,BOW VALLEY TRAIL,54-1718 BOW VALLEY TRAIL
-12840961.5684,6634291.3073,12885,,1,VAN HORNE LANE,1 VAN HORNE LANE
-12842109.6911,6636629.3065,12886,3,830,5TH STREET,3-830 5TH STREET
-12841287.6019,6636871.3808,12887,,103,SPRING CREEK DRIVE,103 SPRING CREEK DRIVE
-12842689.5203,6638030.825,12888,,1026,14TH STREET,1026 14TH STREET
-12842367.3605,6636892.2109,12889,,600,RIVER ROAD,600 RIVER ROAD
-12837998.8592,6631831.0598,12890,,120,CASALE PLACE,120 CASALE PLACE
-12841735.8313,6639108.5563,12891,105,1818,MOUNTAIN AVENUE,105-1818 MOUNTAIN AVENUE
-12838639.8737,6639158.2517,12892,,108,STONECREEK PLACE,108 STONECREEK PLACE
-12840453.3959,6637468.3138,12893,327,901,MOUNTAIN STREET,327-901 MOUNTAIN STREET
-12837853.9839,6632025.8075,12894,,333A,CASALE PLACE,333A CASALE PLACE
-12837401.1982,6630476.3407,12895,221,107,ARMSTRONG PLACE,221-107 ARMSTRONG PLACE
-12840570.4553,6636333.9421,12896,,808,SPRING CREEK DRIVE,808 SPRING CREEK DRIVE
-12841027.5616,6638152.8027,12897,108,1330,1ST AVENUE,108-1330 1ST AVENUE
-12836571.8969,6629917.275,12898,103,106,STEWART CREEK LANDING,103-106 STEWART CREEK LANDING
-12841762.7915,6637366.0983,12899,3,718,10TH STREET,3-718 10TH STREET
-12839945.3388,6636755.1332,12900,530,120,KANANASKIS WAY,530-120 KANANASKIS WAY
-12842120.0445,6637271.3172,12901,,1002,8TH AVENUE,1002 8TH AVENUE
-12839769.475,6636416.4521,12902,168,160,KANANASKIS WAY,168-160 KANANASKIS WAY
-12841102.1354,6638125.9826,12903,4B,1405,1ST AVENUE,4B-1405 1ST AVENUE
-12838852.5195,6635987.3527,12904,,314,SILVERTIP CLOSE,314 SILVERTIP CLOSE
-12840580.2806,6637448.0058,12905,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12837578.8893,6635557.7394,12906,308,115,ELK RUN BOULEVARD,308-115 ELK RUN BOULEVARD
-12837480.8908,6630901.9795,12907,401,70,DYRGAS GATE,401-70 DYRGAS GATE
-12841398.4389,6636172.9466,12908,,601B,3RD STREET,601B 3RD STREET
-12842310.3955,6636964.7903,12909,,713,RIVER ROAD,713 RIVER ROAD
-12839109.3412,6632692.7642,12910,,159,CAIRNS LANDING,159 CAIRNS LANDING
-12840908.5937,6638715.2727,12911,,300,PALLISER LANE,300 PALLISER LANE
-12841489.4649,6636191.9462,12912,,617,3RD STREET,617 3RD STREET
-12840580.2806,6637448.0058,12913,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12840580.2806,6637448.0058,12914,311,1151,SIDNEY STREET,311-1151 SIDNEY STREET
-12839586.8017,6636126.6191,12915,121,176,KANANASKIS WAY,121-176 KANANASKIS WAY
-12841471.6292,6637460.9158,12916,13,1119,RAILWAY AVENUE,13-1119 RAILWAY AVENUE
-12836648.6855,6629912.905,12917,316,106,STEWART CREEK LANDING,316-106 STEWART CREEK LANDING
-12839689.8458,6636258.0148,12918,107,170,KANANASKIS WAY,107-170 KANANASKIS WAY
-12839586.8017,6636126.6191,12919,,176,KANANASKIS WAY,176 KANANASKIS WAY
-12842777.1375,6638710.3089,12920,,210,LARCH PLACE,210 LARCH PLACE
-12839586.8017,6636126.6191,12921,208,176,KANANASKIS WAY,208-176 KANANASKIS WAY
-12840453.3959,6637468.3138,12922,124,901,MOUNTAIN STREET,124-901 MOUNTAIN STREET
-12842010.5956,6638132.6885,12923,17,1530,7TH AVENUE,17-1530 7TH AVENUE
-12840570.4553,6636333.9421,12924,PRKG,808,SPRING CREEK DRIVE,PRKG-808 SPRING CREEK DRIVE
-12840314.9861,6639608.9728,12925,201,13,ASPEN GLEN,201-13 ASPEN GLEN
-12839988.1236,6636305.0874,12926,105,101,MONTANE ROAD,105-101 MONTANE ROAD
-12840570.4553,6636333.9421,12927,242,808,SPRING CREEK DRIVE,242-808 SPRING CREEK DRIVE
-12837497.9359,6630448.0259,12928,610,107,ARMSTRONG PLACE,610-107 ARMSTRONG PLACE
-12838291.5812,6636875.3403,12929,105,901,BENCHLANDS TRAIL,105-901 BENCHLANDS TRAIL
-12840829.4162,6638741.9531,12930,,300,PALLISER LANE,300 PALLISER LANE
-12842158.1697,6636533.2478,12931,,837,5TH STREET,837 5TH STREET
-12842165.097,6634907.45,12932,25,205,CAREY,25-205 CAREY
-12840653.2484,6636330.009,12933,309,707,SPRING CREEK DRIVE,309-707 SPRING CREEK DRIVE
-12838462.292,6636255.5535,12934,,154,COYOTE WAY,154 COYOTE WAY
-12841346.3382,6638363.6405,12935,119,1602,2ND AVENUE,119-1602 2ND AVENUE
-12837823.109,6630868.4021,12936,,420,RIVA HEIGHTS,420 RIVA HEIGHTS
-12840580.2806,6637448.0058,12937,206,1151,SIDNEY STREET,206-1151 SIDNEY STREET
-12841811.2821,6637270.1582,12938,,725,9TH STREET,725 9TH STREET
-12841011.9258,6636269.8604,12939,,430,3RD STREET,430 3RD STREET
-12842712.1844,6636573.3696,12940,,168,RUNDLE CRESCENT,168 RUNDLE CRESCENT
-12838432.6232,6637479.171,12941,,361,EAGLE HEIGHTS,361 EAGLE HEIGHTS
-12841517.5874,6638031.0256,12942,,1450,RAILWAY AVENUE,1450 RAILWAY AVENUE
-12841682.7828,6634530.3838,12943,,5,PROSPECT CLOSE,5 PROSPECT CLOSE
-12839094.1783,6637627.4609,12944,,235,BENCHLANDS TERRACE,235 BENCHLANDS TERRACE
-12838411.4803,6636865.5385,12945,,101,EAGLE TERRACE ROAD,101 EAGLE TERRACE ROAD
-12841992.649,6634306.3675,12946,16,127,CAREY,16-127 CAREY
-12837858.56,6637229.999,12947,,284,EAGLE TERRACE ROAD,284 EAGLE TERRACE ROAD
-12841835.9145,6636288.716,12948,3,730,3RD STREET,3-730 3RD STREET
-12839586.8017,6636126.6191,12949,,176,KANANASKIS WAY,176 KANANASKIS WAY
-12840566.6848,6636459.3116,12950,400,600,SPRING CREEK DRIVE,400-600 SPRING CREEK DRIVE
-12837216.9264,6634763.7697,12951,104,109,BOW MEADOWS CRESCENT,104-109 BOW MEADOWS CRESCENT
-12840010.6064,6636809.9341,12952,201,521,OLD CANMORE ROAD,201-521 OLD CANMORE ROAD
-12838356.9353,6636953.8523,12953,,9,TERRACE PLACE,9 TERRACE PLACE
-12836425.9848,6629962.6713,12954,702,105,STEWART CREEK RISE,702-105 STEWART CREEK RISE
-12843122.8987,6636587.763,12955,,17,MACDONALD PLACE,17 MACDONALD PLACE
-12840570.4553,6636333.9421,12956,,808,SPRING CREEK DRIVE,808 SPRING CREEK DRIVE
-12842699.1874,6635951.0342,12957,105,200,THREE SISTERS DRIVE,105-200 THREE SISTERS DRIVE
-12838543.9981,6635461.5232,12958,,147,MORAINE ROAD,147 MORAINE ROAD
-12839279.5859,6633018.4846,12959,,134,CAIRNS LANDING,134 CAIRNS LANDING
-12837853.3439,6637201.6082,12960,,288,EAGLE TERRACE ROAD,288 EAGLE TERRACE ROAD
-12838028.0836,6637367.9673,12961,,244,EAGLE TERRACE ROAD,244 EAGLE TERRACE ROAD
-12842082.9846,6637135.4386,12962,125,826,8TH (Main) STREET,125-826 8TH (Main) STREET
-12841722.6183,6637754.878,12963,,1251,RAILWAY AVENUE,1251 RAILWAY AVENUE
-12841582.3396,6637566.0272,12964,2,1201,RAILWAY AVENUE,2-1201 RAILWAY AVENUE
-12842466.9217,6635333.1831,12965,,105A,THREE SISTERS DRIVE,105A THREE SISTERS DRIVE
-12837505.6532,6635819.4145,12966,9,200,ELK RUN BOULEVARD,9-200 ELK RUN BOULEVARD
-12840653.2484,6636330.009,12967,305,707,SPRING CREEK DRIVE,305-707 SPRING CREEK DRIVE
-12841314.9527,6635947.0676,12968,,534,1ST STREET,534 1ST STREET
-12841835.7382,6636872.2155,12969,1,729,7TH STREET,1-729 7TH STREET
-12841144.7247,6634059.6213,12970,,4,VAN HORNE,4 VAN HORNE
-12842046.6007,6634843.989,12971,16,205,CAREY,16-205 CAREY
-12842061.1698,6636872.8768,12972,,821,7TH STREET,821 7TH STREET
-12841265.4646,6634033.8441,12973,,167,MORRIS,167 MORRIS
-12839569.1262,6635797.9553,12974,100,50,LINCOLN PARK,100-50 LINCOLN PARK
-12841463.9161,6635881.877,12975,,613,1ST STREET,613 1ST STREET
-12841265.8017,6636336.9815,12976,,525B,4TH STREET,525B 4TH STREET
-12842294.9006,6636893.4755,12977,,621,RIVER ROAD,621 RIVER ROAD
-12843249.4949,6636536.8049,12978,,289B,THREE SISTERS DRIVE,289B THREE SISTERS DRIVE
-12843393.5625,6639103.9287,12979,,1009,LARCH PLACE,1009 LARCH PLACE
-12840453.3959,6637468.3138,12980,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12840019.0701,6640149.026,12981,,2500A,SILVERTIP TRAIL,2500A SILVERTIP TRAIL
-12839899.6265,6635556.0836,12982,205,300,BOW VALLEY TRAIL         ,300 BOW VALLEY TRAIL
-12839816.6247,6636329.2337,12983,301,109,MONTANE ROAD,301-109 MONTANE ROAD
-12838379.0241,6637388.556,12984,,341,EAGLE HEIGHTS,341 EAGLE HEIGHTS
-12841891.6182,6638912.5523,12985,72,1718,BOW VALLEY TRAIL,72-1718 BOW VALLEY TRAIL
-12841946.045,6636785.3436,12986,1,802,6TH STREET,1-802 6TH STREET
-12842055.3985,6636272.6859,12987,3,822,3RD STREET,3-822 3RD STREET
-12842561.7375,6633578.9759,12988,,915,LAWRENCE GRASSI RIDGE,915 LAWRENCE GRASSI RIDGE
-12841513.6368,6636361.8368,12989,4,621,4TH STREET,4-621 4TH STREET
-12840453.3959,6637468.3138,12990,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12840641.9453,6637301.2344,12991,103,999,BOW VALLEY TRAIL,103-999 BOW VALLEY TRAIL
-12841580.6166,6637747.403,12992,200,1240,RAILWAY AVENUE,200-1240 RAILWAY AVENUE
-12842402.8955,6637272.7629,12993,,930,9TH STREET,930 9TH STREET
-12838992.373,6639434.0316,12994,,140,STONECREEK ROAD,140 STONECREEK ROAD
-12843145.7057,6638679.1299,12995,7,1730,11TH AVENUE,7-1730 11TH AVENUE
-12838331.2417,6637345.1663,12996,,329,EAGLE HEIGHTS,329 EAGLE HEIGHTS
-12840580.2806,6637448.0058,12997,224,1151,SIDNEY STREET,224-1151 SIDNEY STREET
-12841666.6723,6636118.7636,12998,,702,2ND STREET,702 2ND STREET
-12839945.3388,6636755.1332,12999,428,120,KANANASKIS WAY,428-120 KANANASKIS WAY
-12840600.2709,6637016.3151,13000,,712,BOW VALLEY TRAIL,712 BOW VALLEY TRAIL
-12839770.7394,6636508.1496,13001,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12842447.1476,6638462.5596,13002,,937,17TH STREET,937 17TH STREET
-12839586.8017,6636126.6191,13003,307,176,KANANASKIS WAY,307-176 KANANASKIS WAY
-12836740.8787,6630232.7642,13004,,2100E,STEWART CREEK DRIVE,2100E STEWART CREEK DRIVE
-12842427.0473,6637294.9327,13005,,934,9TH AVENUE,934 9TH AVENUE
-12841586.2481,6636363.1088,13006,1,633,4TH STREET,1-633 4TH STREET
-12842106.8902,6638703.6154,13007,,10,INDUSTRIAL PLACE,10 INDUSTRIAL PLACE
-12839067.4563,6636148.9876,13008,,342,HOODOO CRESCENT,342 HOODOO CRESCENT
-12840526.4692,6636200.2536,13009, ,1012,SPRING CREEK DRIVE,1012 SPRING CREEK DRIVE
-12841881.4624,6638239.6619,13010,,13,PINEWOOD CRESCENT,13 PINEWOOD CRESCENT
-12839586.8017,6636126.6191,13011,200,176,KANANASKIS WAY,200-176 KANANASKIS WAY
-12837975.1977,6632075.261,13012,,309A,CASALE PLACE,309A CASALE PLACE
-12841721.6276,6638233.1609,13013,,1,PINEWOOD CRESCENT,1 PINEWOOD CRESCENT
-12842085.5576,6636459.3218,13014,4,826,4TH STREET,4-826 4TH STREET
-12840566.6848,6636459.3116,13015,404,600,SPRING CREEK DRIVE,404-600 SPRING CREEK DRIVE
-12842092.6734,6636807.828,13016,202,828,6TH STREET,202-828 6TH STREET
-12840176.3466,6636320.0359,13017,204,500        ,BOW VALLEY TRAIL         ,204-500 BOW VALLEY TRAIL         
-12840653.5912,6636109.5734,13018, ,1101,SPRING CREEK DRIVE,1101 SPRING CREEK DRIVE
-12838054.4029,6635745.686,13019,,231,LADY MACDONALD DRIVE,231 LADY MACDONALD DRIVE
-12838458.4775,6631648.9519,13020,,237B,MISKOW CLOSE,237B MISKOW CLOSE
-12839581.2077,6635974.3493,13021,418,180,KANANASKIS WAY,418-180 KANANASKIS WAY
-12840653.2484,6636330.009,13022,402,707,SPRING CREEK DRIVE,402-707 SPRING CREEK DRIVE
-12839007.6406,6637397.0766,13023,,205,BENCHLANDS TERRACE,205 BENCHLANDS TERRACE
-12841489.457,6636287.9997,13024,2,618,3RD STREET,2-618 3RD STREET
-12841941.1603,6637780.0096,13025,,801,13TH STREET,801 13TH STREET
-12839770.7394,6636508.1496,13026,110,160,KANANASKIS WAY,110-160 KANANASKIS WAY
-12836832.3607,6630163.2265,13027,102,2100A,STEWART CREEK DRIVE,102-2100A STEWART CREEK DRIVE
-12840653.2484,6636330.009,13028,409,707,SPRING CREEK DRIVE,409-707 SPRING CREEK DRIVE
-12841582.3396,6637566.0272,13029,30,1201,RAILWAY AVENUE,30-1201 RAILWAY AVENUE
-12838219.3046,6635467.2763,13030,40,200,GLACIER DRIVE,40-200 GLACIER DRIVE
-12836652.1551,6630016.2798,13031,7206,101G,STEWART CREEK LANDING,7206-101G STEWART CREEK LANDING
-12839359.1514,6636599.7453,13032,507,1080B,COUGAR CREEK DRIVE,507-1080B COUGAR CREEK DRIVE
-12842144.6182,6634637.9296,13033,,115,PADMORE,115 PADMORE
-12841592.1759,6636531.9385,13034,,633,5TH STREET,633 5TH STREET
-12841940.2945,6636532.748,13035,1,801,5TH STREET,1-801 5TH STREET
-12838113.498,6636156.0943,13036,,267,LADY MACDONALD DRIVE,267 LADY MACDONALD DRIVE
-12839988.1236,6636305.0874,13037,222,101,MONTANE ROAD,222-101 MONTANE ROAD
-12841023.4472,6637875.8357,13038,1,1214,2ND AVENUE,1-1214 2ND AVENUE
-12838204.5295,6632351.4461,13039,,175,CROSSBOW PLACE,175 CROSSBOW PLACE
-12841443.8785,6637679.6799,13040,408,1160,RAILWAY AVENUE,408-1160 RAILWAY AVENUE
-12840580.2806,6637448.0058,13041,232,1151,SIDNEY STREET,232-1151 SIDNEY STREET
-12838872.8757,6635287.7883,13042,,328,GROTTO ROAD,328 GROTTO ROAD
-12837992.7249,6632228.6058,13043,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12837889.7107,6631857.0451,13044,,109B,CASALE PLACE,109B CASALE PLACE
-12841994.2676,6633295.4146,13045,3,809,WILSON WAY,3-809 WILSON WAY
-12841831.1287,6637059.1798,13046,200,729,8TH (Main) STREET,200-729 8TH (Main) STREET
-12837500.6464,6630938.944,13047,302,70,DYRGAS GATE,302-70 DYRGAS GATE
-12837400.7835,6630379.4947,13048,420,107,ARMSTRONG PLACE,420-107 ARMSTRONG PLACE
-12838295.685,6635071.4539,13049,,115,BOULDER CRESCENT,115 BOULDER CRESCENT
-12839837.6129,6636014.8625,13050,213,191,KANANASKIS WAY,213-191 KANANASKIS WAY
-12840583.4569,6637007.9388,13051,117,712,BOW VALLEY TRAIL,117-712 BOW VALLEY TRAIL
-12841891.6182,6638912.5523,13052,88,1718,BOW VALLEY TRAIL,88-1718 BOW VALLEY TRAIL
-12841443.8785,6637679.6799,13053,304,1160,RAILWAY AVENUE,304-1160 RAILWAY AVENUE
-12838206.1615,6632253.6869,13054,,155,CROSSBOW PLACE,155 CROSSBOW PLACE
-12842120.0445,6637271.3172,13055,308,1002,8TH AVENUE,308-1002 8TH AVENUE
-12840765.431,6637306.372,13056,102,1102,BOW VALLEY TRAIL,102-1102 BOW VALLEY TRAIL
-12842900.027,6636028.2336,13057,,249,THREE SISTERS DRIVE,249 THREE SISTERS DRIVE
-12836086.9784,6629816.6441,13058,202D,1200,THREE SISTERS PARKWAY,202D-1200 THREE SISTERS PARKWAY
-12838567.424,6636373.379,13059,,161,COYOTE WAY,161 COYOTE WAY
-12841682.2425,6639657.296,13060,,2400,PALLISER TRAIL,2400 PALLISER TRAIL
-12839770.7394,6636508.1496,13061,316,160,KANANASKIS WAY,316-160 KANANASKIS WAY
-12839808.6222,6635938.0363,13062,315,190,KANANASKIS WAY,315-190 KANANASKIS WAY
-12842240.9676,6634983.5138,13063,153,200,PROSPECT HEIGHTS,153-200 PROSPECT HEIGHTS
-12838772.5699,6638503.9708,13064,,400,MOUNTAIN TRANQUILITY PL.,400 MOUNTAIN TRANQUILITY PL.
-12839081.2066,6639445.6306,13065,,150,STONECREEK ROAD,150 STONECREEK ROAD
-12838022.736,6632341.1282,13066,207,170,CROSSBOW PLACE,207-170 CROSSBOW PLACE
-12840580.2806,6637448.0058,13067,306,1151,SIDNEY STREET,306-1151 SIDNEY STREET
-12840972.6956,6638228.0262,13068,,1417,MOUNTAIN AVENUE,1417 MOUNTAIN AVENUE
-12838247.6225,6636783.6796,13069,121,701,BENCHLANDS TRAIL,121-701 BENCHLANDS TRAIL
-12841859.9465,6636872.2849,13070,,733,7TH STREET,733 7TH STREET
-12841116.9154,6637075.2836,13071,106,743,RAILWAY AVENUE,106-743 RAILWAY AVENUE
-12841645.5751,6639004.7058,13072,206,1717A      ,MOUNTAIN AVENUE          ,206-1717A MOUNTAIN AVENUE
-12841842.0011,6636193.0463,13073, ,731,3RD STREET,731 3RD STREET
-12842522.2519,6633400.484,13074,,927,WILSON WAY,927 WILSON WAY
-12838090.7715,6630708.49,13075,,114,HUBMAN LANDING,114 HUBMAN LANDING
-12839295.4975,6636461.7611,13076,28,1050,COUGAR CREEK DRIVE,28-1050 COUGAR CREEK DRIVE
-12838206.1615,6632253.6869,13077,303,155,CROSSBOW PLACE,303-155 CROSSBOW PLACE
-12842985.2354,6638220.252,13078,,1600,11TH AVENUE,1600 11TH AVENUE
-12840453.3959,6637468.3138,13079,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12840107.8348,6636639.376,13080,228,104,KANANASKIS WAY,228-104 KANANASKIS WAY
-12839802.5784,6636139.9606,13081,208,187,KANANASKIS WAY,208-187 KANANASKIS WAY
-12837546.5788,6635018.5318,13082,7,106,ELK RUN BOULEVARD,7-106 ELK RUN BOULEVARD
-12841396.217,6637804.8761,13083,,1200B,RAILWAY AVENUE,1200B RAILWAY AVENUE
-12838628.389,6636686.2819,13084,202,1001,COUGAR CREEK DRIVE,202-1001 COUGAR CREEK DRIVE
-12839891.3037,6638688.5009,13085,,4,BLUE GROUSE RIDGE,4 BLUE GROUSE RIDGE
-12839770.7394,6636508.1496,13086,219,160,KANANASKIS WAY,219-160 KANANASKIS WAY
-12838587.3385,6635467.2378,13087,,159,MORAINE ROAD,159 MORAINE ROAD
-12839276.7672,6637739.0229,13088,,222,BENCHLANDS TERRACE,222 BENCHLANDS TERRACE
-12837620.1007,6631277.6326,13089,101,125E,DYRGAS LANE,101-125E DYRGAS LANE
-12838882.7104,6635307.5671,13090,,332,GROTTO ROAD,332 GROTTO ROAD
-12839869.1705,6636584.2168,13091,146,140,KANANASKIS WAY,146-140 KANANASKIS WAY
-12838408.149,6631360.6181,13092,,273,MISKOW CLOSE,273 MISKOW CLOSE
-12840482.5545,6639690.8602,13093,,12,ASPEN GLEN,12 ASPEN GLEN
-12842043.2873,6636289.2576,13094,3,818,3RD STREET,3-818 3RD STREET
-12842067.4937,6636289.3202,13095,1,822,3RD STREET,1-822 3RD STREET
-12839646.732,6635924.3203,13096,101,186,KANANASKIS WAY,101-186 KANANASKIS WAY
-12839689.8458,6636258.0148,13097,425,170,KANANASKIS WAY,425-170 KANANASKIS WAY
-12841891.6182,6638912.5523,13098,71,1718,BOW VALLEY TRAIL,71-1718 BOW VALLEY TRAIL
-12841118.2884,6636530.8883,13099,,501,5TH STREET,501 5TH STREET
-12837366.5448,6634764.0503,13100,120,105,BOW MEADOWS CRESCENT,120-105 BOW MEADOWS CRESCENT
-12842112.6036,6637523.8915,13101,,5,MOUNT RUNDLE PLACE,5 MOUNT RUNDLE PLACE
-12842323.1087,6635098.2147,13102,117,200,PROSPECT HEIGHTS,117-200 PROSPECT HEIGHTS
-12837879.3105,6635989.9861,13103,,405,CANYON CLOSE,405 CANYON CLOSE
-12838795.2634,6637374.9882,13104,11,137,WAPITI CLOSE,11-137 WAPITI CLOSE
-12838204.5295,6632351.4461,13105,,175,CROSSBOW PLACE,175 CROSSBOW PLACE
-12837839.8027,6631155.3623,13106,510,80,DYRGAS GATE,510-80 DYRGAS GATE
-12836150.9806,6629741.4033,13107,,418,STEWART CREEK CLOSE,418 STEWART CREEK CLOSE
-12837620.1007,6631277.6326,13108,101,125C,DYRGAS LANE,101-125C DYRGAS LANE
-12837667.7042,6631216.3968,13109,202,85,DYRGAS GATE,202-85 DYRGAS GATE
-12840570.4553,6636333.9421,13110,316,808,SPRING CREEK DRIVE,316-808 SPRING CREEK DRIVE
-12840453.7922,6636224.3617,13111,,28,STREAMSIDE LANE,28 STREAMSIDE LANE
