X,Y,FID,UnitNumber,AddressNum,StreetName,FullCivicA
-12840774.9405,6636536.3888,13112,308,379,SPRING CREEK DRIVE,308-379 SPRING CREEK DRIVE
-12838044.0015,6637012.8444,13113,29,300,EAGLE TERRACE ROAD,29-300 EAGLE TERRACE ROAD
-12838597.0647,6638955.7724,13114,,517,SILVERTIP ROAD,517 SILVERTIP ROAD
-12839689.8458,6636258.0148,13115,103,170,KANANASKIS WAY,103-170 KANANASKIS WAY
-12838016.4311,6637034.875,13116,32,300,EAGLE TERRACE ROAD,32-300 EAGLE TERRACE ROAD
-12837992.7249,6632228.6058,13117,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12841471.6292,6637460.9158,13118,22,1119,RAILWAY AVENUE,22-1119 RAILWAY AVENUE
-12838293.6031,6636573.0312,13119,,128,COYOTE WAY,128 COYOTE WAY
-12843185.8366,6635835.0251,13120,,1016,RUNDLEVIEW DRIVE,1016 RUNDLEVIEW DRIVE
-12842724.4383,6635723.984,13121,,225A,THREE SISTERS DRIVE,225A THREE SISTERS DRIVE
-12837986.4213,6636827.9735,13122,,5,EAGLE LANDING,5 EAGLE LANDING
-12840399.4649,6639722.4869,13123,145,13,ASPEN GLEN,145-13 ASPEN GLEN
-12841062.3609,6636287.0824,13124,,438,3RD STREET,438 3RD STREET
-12837877.0734,6636387.1493,13125,,11,RIDGE ROAD,11 RIDGE ROAD
-12837992.7249,6632228.6058,13126,309,150,CROSSBOW PLACE,309-150 CROSSBOW PLACE
-12843206.2339,6636001.1854,13127,,1026,RUNDLEVIEW DRIVE,1026 RUNDLEVIEW DRIVE
-12841595.3423,6634161.6822,13128,,124,MORRIS,124 MORRIS
-12841443.8785,6637679.6799,13129,,1160,RAILWAY AVENUE,1160 RAILWAY AVENUE
-12843222.6912,6638634.5631,13130,108,1735,11TH AVENUE,108-1735 11TH AVENUE
-12838291.0654,6637327.9007,13131,,321,EAGLE HEIGHTS,321 EAGLE HEIGHTS
-12836838.5728,6629860.5622,13132,103,3000D,STEWART CREEK DRIVE,103-3000D STEWART CREEK DRIVE
-12839581.2077,6635974.3493,13133,208,180,KANANASKIS WAY,208-180 KANANASKIS WAY
-12837782.4453,6630930.7317,13134,,209,RIVA HEIGHTS,209 RIVA HEIGHTS
-12842911.5847,6638122.4883,13135,,1121,15TH STREET,1121 15TH STREET
-12836828.8213,6630265.9553,13136,202,2100C,STEWART CREEK DRIVE,202-2100C STEWART CREEK DRIVE
-12842777.6027,6638033.1183,13137,,1102,14TH STREET,1102 14TH STREET
-12841735.8313,6639108.5563,13138,403,1818,MOUNTAIN AVENUE,403-1818 MOUNTAIN AVENUE
-12839581.2077,6635974.3493,13139,319,180,KANANASKIS WAY,319-180 KANANASKIS WAY
-12841968.8019,6634141.5422,13140,28,127,CAREY,28-127 CAREY
-12837750.1368,6635871.1897,13141,,206,LADY MACDONALD DRIVE,206 LADY MACDONALD DRIVE
-12840453.3959,6637468.3138,13142,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12837782.4929,6636614.8457,13143,,22,RIDGE ROAD,22 RIDGE ROAD
-12843322.7319,6638950.9609,13144,,1110,LARCH PLACE,1110 LARCH PLACE
-12841778.9346,6636880.4645,13145,7,717,7TH STREET,7-717 7TH STREET
-12840580.2806,6637448.0058,13146,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12839293.4162,6636625.2896,13147,208,1080A,COUGAR CREEK DRIVE,208-1080A COUGAR CREEK DRIVE
-12839878.0287,6639459.7411,13148, ,30,SILVERTIP VILLAGE LANE,30 SILVERTIP VILLAGE LANE
-12842324.5076,6638973.9281,13149,,1900,8TH AVENUE,1900 8TH AVENUE
-12838712.8193,6636189.701,13150,,8,COUGAR COURT,8 COUGAR COURT
-12837493.6144,6630662.2202,13151,123,104,ARMSTRONG PLACE,123-104 ARMSTRONG PLACE
-12842986.6852,6633687.8853,13152,,977B,LAWRENCE GRASSI RIDGE,977B LAWRENCE GRASSI RIDGE
-12839945.3388,6636755.1332,13153,121,120,KANANASKIS WAY,121-120 KANANASKIS WAY
-12840453.3959,6637468.3138,13154,331,901,MOUNTAIN STREET,331-901 MOUNTAIN STREET
-12837727.54,6631593.3613,13155,,127,KRIZAN BAY,127 KRIZAN BAY
-12836355.5157,6630109.0259,13156,304,102,STEWART CREEK RISE,304-102 STEWART CREEK RISE
-12841744.4488,6638179.6239,13157,,7,BIRCHWOOD PLACE,7 BIRCHWOOD PLACE
-12837605.1431,6631190.2102,13158,603,85,DYRGAS GATE,603-85 DYRGAS GATE
-12839869.1705,6636584.2168,13159,132,140,KANANASKIS WAY,132-140 KANANASKIS WAY
-12841012.7641,6635959.7276,13160,,430,1ST STREET,430 1ST STREET
-12842731.9901,6633664.8222,13161,,943A,LAWRENCE GRASSI RIDGE,943A LAWRENCE GRASSI RIDGE
-12839802.5784,6636139.9606,13162,102,187,KANANASKIS WAY,102-187 KANANASKIS WAY
-12842860.4027,6633767.778,13163,,954B,LAWRENCE GRASSI RIDGE,954B LAWRENCE GRASSI RIDGE
-12840570.4553,6636333.9421,13164,PRKG,808,SPRING CREEK DRIVE,PRKG-808 SPRING CREEK DRIVE
-12839945.3388,6636755.1332,13165,515,120,KANANASKIS WAY,515-120 KANANASKIS WAY
-12839691.1154,6637267.5967,13166,,150,COUGAR POINT ROAD,150 COUGAR POINT ROAD
-12839586.8017,6636126.6191,13167,304,176,KANANASKIS WAY,304-176 KANANASKIS WAY
-12837386.6865,6634942.8495,13168,6B,130,BOW MEADOWS CRESCENT,6B-130 BOW MEADOWS CRESCENT
-12839722.7384,6636167.2144,13169,214,173,KANANASKIS WAY,214-173 KANANASKIS WAY
-12840660.2381,6636449.7161,13170,315,505,SPRING CREEK DRIVE,315-505 SPRING CREEK DRIVE
-12840580.2806,6637448.0058,13171,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12842134.0164,6636363.2594,13172,1,833,4TH STREET,1-833 4TH STREET
-12842180.7508,6638134.6708,13173,,841,15TH STREET,841 15TH STREET
-12842206.0503,6634875.592,13174,5,205,CAREY,5-205 CAREY
-12839081.2066,6639445.6306,13175,301,150,STONECREEK ROAD,301-150 STONECREEK ROAD
-12843247.4623,6638546.9458,13176,101,1234,17TH STREET,101-1234 17TH STREET
-12840694.6493,6637506.0718,13177,,1110,HOSPITAL PLACE,1110 HOSPITAL PLACE
-12839350.9919,6636900.5418,13178,,174,COUGAR POINT ROAD,174 COUGAR POINT ROAD
-12842000.9242,6634181.0068,13179,32,127,CAREY,32-127 CAREY
-12840580.2806,6637448.0058,13180,403,1151,SIDNEY STREET,403-1151 SIDNEY STREET
-12840580.2806,6637448.0058,13181,415,1151,SIDNEY STREET,415-1151 SIDNEY STREET
-12839899.5413,6636356.5398,13182,320,107,MONTANE ROAD,320-107 MONTANE ROAD
-12841116.9154,6637075.2836,13183,302,743,RAILWAY AVENUE,302-743 RAILWAY AVENUE
-12841974.8677,6636969.9982,13184,406,810,7TH STREET,406-810 7TH STREET
-12838992.373,6639434.0316,13185,104,140,STONECREEK ROAD,104-140 STONECREEK ROAD
-12843064.173,6639139.714,13186,,507,LARCH PLACE,507 LARCH PLACE
-12841336.4711,6636191.6439,13187,,537,3RD STREET,537 3RD STREET
-12841787.5542,6636288.6338,13188,3,722,3RD STREET,3-722 3RD STREET
-12840247.2066,6636956.1444,13189,101,304,OLD CANMORE ROAD,101-304 OLD CANMORE ROAD
-12840498.0373,6637363.2251,13190,214,901,MOUNTAIN STREET,214-901 MOUNTAIN STREET
-12838974.277,6638384.3575,13191,,490,MOUNTAIN TRANQUILITY PL.,490 MOUNTAIN TRANQUILITY PL.
-12837205.1871,6634996.4194,13192,,119,BOW MEADOWS CRESCENT,119 BOW MEADOWS CRESCENT
-12841690.8585,6636118.8516,13193,,706,2ND STREET,706 2ND STREET
-12839770.7394,6636508.1496,13194,214,160,KANANASKIS WAY,214-160 KANANASKIS WAY
-12841046.1867,6637351.5776,13195,508,890,RAILWAY AVENUE           ,508-890 RAILWAY AVENUE           
-12840653.2484,6636330.009,13196,109,707,SPRING CREEK DRIVE,109-707 SPRING CREEK DRIVE
-12839816.6247,6636329.2337,13197,107,109,MONTANE ROAD,107-109 MONTANE ROAD
-12841872.1882,6636288.7883,13198,7,734,3RD STREET,7-734 3RD STREET
-12843448.0158,6635874.9664,13199,,106,WILSON PLACE,106 WILSON PLACE
-12841342.6054,6636614.7631,13200,,538A,5TH STREET,538A 5TH STREET
-12837992.7249,6632228.6058,13201,310,150,CROSSBOW PLACE,310-150 CROSSBOW PLACE
-12841441.0006,6637590.4714,13202,,1140,RAILWAY AVENUE,1140 RAILWAY AVENUE
-12838209.6235,6631683.675,13203,,219A,MISKOW CLOSE,219A MISKOW CLOSE
-12842329.007,6637183.6342,13204,,913,9TH STREET,913 9TH STREET
-12840405.8939,6638157.5462,13205,305,1451B,PALLISER TRAIL,305-1451B PALLISER TRAIL
-12841288.235,6638390.2735,13206,1B,1615,1ST AVENUE,1A-1615 1ST AVENUE
-12842157.7147,6637367.21,13207,1,838,10TH STREET,838 10TH STREET
-12840580.2806,6637448.0058,13208,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12841952.0522,6637270.6116,13209,117,1000,7TH AVENUE,117-1000 7TH AVENUE
-12838022.736,6632341.1282,13210,,170,CROSSBOW PLACE,170 CROSSBOW PLACE
-12838343.3108,6637478.6486,13211,,346,EAGLE HEIGHTS,346 EAGLE HEIGHTS
-12841891.6182,6638912.5523,13212,42,1718,BOW VALLEY TRAIL,42-1718 BOW VALLEY TRAIL
-12840580.2806,6637448.0058,13213,313,1151,SIDNEY STREET,313-1151 SIDNEY STREET
-12841891.6182,6638912.5523,13214,58,1718,BOW VALLEY TRAIL,58-1718 BOW VALLEY TRAIL
-12836202.3105,6630010.5703,13215,115,106,STEWART CREEK RISE,115-106 STEWART CREEK RISE
-12840701.8755,6638630.6405,13216,205,200B,PALLISER LANE,205-200B PALLISER LANE
-12838206.1615,6632253.6869,13217,,155,CROSSBOW PLACE,155 CROSSBOW PLACE
-12840559.7257,6639551.2578,13218,304,3,ASPEN GLEN,304-3 ASPEN GLEN
-12839689.8458,6636258.0148,13219,306,170,KANANASKIS WAY,306-170 KANANASKIS WAY
-12840965.4684,6636359.868,13220,,421,4TH STREET,421 4TH STREET
-12837366.5448,6634764.0503,13221,124,105,BOW MEADOWS CRESCENT,124-105 BOW MEADOWS CRESCENT
-12842032.4553,6638037.1079,13222,,818,14TH STREET,818 14TH STREET
-12838206.1615,6632253.6869,13223,,155,CROSSBOW PLACE,155 CROSSBOW PLACE
-12841298.0885,6634096.152,13224,,173A,MORRIS,173A MORRIS
-12837599.5949,6631182.9063,13225,604,85,DYRGAS GATE,604-85 DYRGAS GATE
-12840453.3959,6637468.3138,13226,325,901,MOUNTAIN STREET,325-901 MOUNTAIN STREET
-12839722.7384,6636167.2144,13227,,173,KANANASKIS WAY,173 KANANASKIS WAY
-12841392.6104,6636457.6218,13228,,602,4TH STREET,602 4TH STREET
-12839769.475,6636416.4521,13229,279,160,KANANASKIS WAY,279-160 KANANASKIS WAY
-12839722.7384,6636167.2144,13230,,173,KANANASKIS WAY,173 KANANASKIS WAY
-12843218.2552,6636028.6014,13231,,1028,RUNDLEVIEW DRIVE,1028 RUNDLEVIEW DRIVE
-12837933.8081,6636892.0786,13232,,17,EAGLE LANDING,17 EAGLE LANDING
-12840405.8939,6638157.5462,13233,114,1451B,PALLISER TRAIL,114-1451B PALLISER TRAIL
-12838022.736,6632341.1282,13234,,170,CROSSBOW PLACE,170 CROSSBOW PLACE
-12843806.806,6639659.9494,13235,,909,LARCH PLACE,909 LARCH PLACE
-12839083.0109,6637604.9946,13236,,236,BENCHLANDS TERRACE,236 BENCHLANDS TERRACE
-12841974.8677,6636969.9982,13237,211,810,7TH STREET,211-810 7TH STREET
-12837546.5788,6635018.5318,13238,6,106,ELK RUN BOULEVARD,6-106 ELK RUN BOULEVARD
-12840908.5937,6638715.2727,13239,109,300,PALLISER LANE,109-300 PALLISER LANE
-12839689.8458,6636258.0148,13240,200,170,KANANASKIS WAY,200-170 KANANASKIS WAY
-12837338.6336,6635069.2888,13241,,127,BOW MEADOWS CRESCENT,127 BOW MEADOWS CRESCENT
-12842147.8973,6633491.0116,13242,,832,LAWRENCE GRASSI RIDGE,832 LAWRENCE GRASSI RIDGE
-12840453.3959,6637468.3138,13243,223,901,MOUNTAIN STREET,223-901 MOUNTAIN STREET
-12835897.6296,6629734.6353,13244,,1308,THREE SISTERS PARKWAY,1308 THREE SISTERS PARKWAY
-12838290.5598,6637606.4252,13245,,433,EAGLE HEIGHTS,433 EAGLE HEIGHTS
-12841346.3382,6638363.6405,13246,138,1602,2ND AVENUE,138-1602 2ND AVENUE
-12841142.6764,6636361.0418,13247,,505,4TH STREET,505 4TH STREET
-12839945.3388,6636755.1332,13248,508,120,KANANASKIS WAY,508-120 KANANASKIS WAY
-12843145.7057,6638679.1299,13249,5,1730,11TH AVENUE,5-1730 11TH AVENUE
-12842120.0445,6637271.3172,13250,304,1002,8TH AVENUE,304-1002 8TH AVENUE
-12842662.6228,6637681.4818,13251,,961A,13TH STREET,961A 13TH STREET
-12842848.2971,6633669.7336,13252,,957B,LAWRENCE GRASSI RIDGE,957B LAWRENCE GRASSI RIDGE
-12840651.8666,6636087.5052,13253,304,1105,SPRING CREEK DRIVE,304-1105 SPRING CREEK DRIVE
-12839081.2066,6639445.6306,13254,,150,STONECREEK ROAD,150 STONECREEK ROAD
-12840570.4553,6636333.9421,13255,,808,SPRING CREEK DRIVE,808 SPRING CREEK DRIVE
-12840282.8846,6636515.5034,13256,,510,BOW VALLEY TRAIL,510 BOW VALLEY TRAIL
-12836876.9356,6630804.5297,13257,,200        ,CASCADE DRIVE            ,200 CASCADE DRIVE
-12840010.6064,6636809.9341,13258,501,521,OLD CANMORE ROAD,501-521 OLD CANMORE ROAD
-12840864.9487,6636241.04,13259,,2012,3RD AVENUE,2012 3RD AVENUE
-12838206.1615,6632253.6869,13260,,155,CROSSBOW PLACE,155 CROSSBOW PLACE
-12839695.3902,6635759.4608,13261,219,30,LINCOLN PARK,219-30 LINCOLN PARK
-12840453.3959,6637468.3138,13262,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12841974.8677,6636969.9982,13263,208,810,7TH STREET,208-810 7TH STREET
-12838165.8289,6635467.2394,13264,33,200,GLACIER DRIVE,33-200 GLACIER DRIVE
-12842648.8856,6637659.0368,13265,,957,13TH STREET,957 13TH STREET
-12843236.8111,6636782.3931,13266,,3,MACDONALD PLACE,3 MACDONALD PLACE
-12838992.373,6639434.0316,13267,207,140,STONECREEK ROAD,207-140 STONECREEK ROAD
-12838214.6795,6630798.7315,13268,,143,HUBMAN LANDING,143 HUBMAN LANDING
-12840580.2806,6637448.0058,13269,207,1151,SIDNEY STREET,207-1151 SIDNEY STREET
-12843181.2991,6633878.3261,13270,,1037,LAWRENCE GRASSI RIDGE,1037 LAWRENCE GRASSI RIDGE
-12841535.6105,6638341.3811,13271,,1702,BOW VALLEY TRAIL,1702 BOW VALLEY TRAIL
-12842361.5356,6637486.0032,13272,,917,11TH STREET,917 11TH STREET
-12837569.7587,6631419.7144,13273,204,100B,DYRGAS LANE,204-100B DYRGAS LANE
-12841519.6244,6636457.9339,13274,,624,4TH STREET,624 4TH STREET
-12842516.0398,6633556.7377,13275,,907,LAWRENCE GRASSI RIDGE,907 LAWRENCE GRASSI RIDGE
-12839722.7384,6636167.2144,13276,401,173,KANANASKIS WAY,401-173 KANANASKIS WAY
-12840405.8939,6638157.5462,13277,408,1451B,PALLISER TRAIL,408-1451B PALLISER TRAIL
-12841657.5999,6637268.6385,13278,213,1001,6TH AVENUE,213-1001 6TH AVENUE
-12838192.8933,6637214.7005,13279,,225,EAGLE TERRACE ROAD,225 EAGLE TERRACE ROAD
-12842771.8855,6633512.9973,13280,,975,WILSON WAY,975 WILSON WAY
-12842749.7323,6638602.7233,13281,,202,LARCH PLACE,202 LARCH PLACE
-12841796.5969,6634841.361,13282,,1,PROSPECT COURT,1 PROSPECT COURT
-12837724.9211,6636157.9116,13283,,37,RIDGE ROAD,37 RIDGE ROAD
-12839769.475,6636416.4521,13284,258,160,KANANASKIS WAY,258-160 KANANASKIS WAY
-12842858.8606,6633517.068,13285,,989,WILSON WAY,989 WILSON WAY
-12842751.964,6635974.9831,13286,111,200,THREE SISTERS DRIVE,111-200 THREE SISTERS DRIVE
-12841891.6182,6638912.5523,13287,38,1718,BOW VALLEY TRAIL,38-1718 BOW VALLEY TRAIL
-12841346.3382,6638363.6405,13288,141,1602,2ND AVENUE,141-1602 2ND AVENUE
-12838171.0826,6631574.2735,13289,,212,MISKOW CLOSE,212 MISKOW CLOSE
-12839802.5784,6636139.9606,13290,403,187,KANANASKIS WAY,403-187 KANANASKIS WAY
-12839899.6265,6635556.0836,13291,101,300,BOW VALLEY TRAIL         ,300 BOW VALLEY TRAIL
-12839751.9492,6636055.4832,13292,119A,187,KANANASKIS WAY,119A-187 KANANASKIS WAY
-12836280.0394,6629768.7227,13293,301G,1101,THREE SISTERS PARKWAY,301G-1101 THREE SISTERS PARKWAY
-12841735.8313,6639108.5563,13294,408,1818,MOUNTAIN AVENUE,408-1818 MOUNTAIN AVENUE
-12843495.3352,6639392.1098,13295,,2,LARCH CLOSE,2 LARCH CLOSE
-12839770.7394,6636508.1496,13296,428,160,KANANASKIS WAY,428-160 KANANASKIS WAY
-12838021.8569,6631598.9979,13297,,201,MISKOW CLOSE,201 MISKOW CLOSE
-12836385.1529,6629950.5365,13298,602,105,STEWART CREEK RISE,602-105 STEWART CREEK RISE
-12840578.5982,6635994.3398,13299,312,1315,SPRING CREEK GATE,312-1315 SPRING CREEK GATE
-12839770.7394,6636508.1496,13300,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12843115.4941,6633916.6077,13301,,1028,LAWRENCE GRASSI RIDGE,1028 LAWRENCE GRASSI RIDGE
-12839770.7394,6636508.1496,13302,201,160,KANANASKIS WAY,201-160 KANANASKIS WAY
-12839869.1705,6636584.2168,13303,129,140,KANANASKIS WAY,129-140 KANANASKIS WAY
-12838255.9168,6636182.6377,13304,,313,LADY MACDONALD CRESCENT,313 LADY MACDONALD CRESCENT
-12840653.4478,6636193.2723,13305,206,905,SPRING CREEK DRIVE,206-905 SPRING CREEK DRIVE
-12839816.6247,6636329.2337,13306,212,109,MONTANE ROAD,212-109 MONTANE ROAD
-12837920.9578,6631881.7224,13307,,115,CASALE PLACE,115 CASALE PLACE
-12843191.6546,6638893.7601,13308,,1737,11TH AVENUE,1737 11TH AVENUE
-12838206.1615,6632253.6869,13309,,155,CROSSBOW PLACE,155 CROSSBOW PLACE
-12840651.8666,6636087.5052,13310,111,1105,SPRING CREEK DRIVE,111-1105 SPRING CREEK DRIVE
-12838204.5295,6632351.4461,13311,,175,CROSSBOW PLACE,175 CROSSBOW PLACE
-12836830.0388,6630049.3303,13312,2106,101B,STEWART CREEK LANDING,2106-101B STEWART CREEK LANDING
-12841700.3132,6637726.4865,13313,22,1225,RAILWAY AVENUE,22-1225 RAILWAY AVENUE
-12839988.1236,6636305.0874,13314,229,101,MONTANE ROAD,229-101 MONTANE ROAD
-12840580.2806,6637448.0058,13315,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12836830.0388,6630049.3303,13316,2205,101B,STEWART CREEK LANDING,2205-101B STEWART CREEK LANDING
-12836828.8213,6630265.9553,13317,,2100,STEWART CREEK DRIVE,2100 STEWART CREEK DRIVE
-12839808.6222,6635938.0363,13318,417,190,KANANASKIS WAY,417-190 KANANASKIS WAY
-12839646.732,6635924.3203,13319,1,186,KANANASKIS WAY,1-186 KANANASKIS WAY
-12836652.1551,6630016.2798,13320,7208,101G,STEWART CREEK LANDING,7208-101G STEWART CREEK LANDING
-12837992.7249,6632228.6058,13321,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12841346.3382,6638363.6405,13322,108,1602,2ND AVENUE,108-1602 2ND AVENUE
-12838949.8439,6637511.1766,13323,17,241,BENCHLANDS TERRACE,17-241 BENCHLANDS TERRACE
-12842265.4389,6637183.4369,13324,,907,9TH STREET,907 9TH STREET
-12841364.251,6637565.6699,13325,407,1120,RAILWAY AVENUE,407-1120 RAILWAY AVENUE
-12838291.5812,6636875.3403,13326,101,901,BENCHLANDS TRAIL,101-901 BENCHLANDS TRAIL
-12838111.9469,6632070.6982,13327,,217A,CASALE PLACE,217A CASALE PLACE
-12842940.6563,6633676.1023,13328,,965A,LAWRENCE GRASSI RIDGE,965A LAWRENCE GRASSI RIDGE
-12842237.7706,6637430.1798,13329,,22,MOUNT PEECHEE PLACE,22 MOUNT PEECHEE PLACE
-12841787.517,6636362.4066,13330,1,721,4TH STREET,1-721 4TH STREET
-12842747.5474,6635408.5365,13331,8,1017,OLYMPIC DRIVE,8-1017 OLYMPIC DRIVE
-12841955.6394,6637192.9843,13332,,906,7TH AVENUE,906 7TH AVENUE
-12839769.475,6636416.4521,13333,463,160,KANANASKIS WAY,463-160 KANANASKIS WAY
-12838774.3696,6637076.2959,13334,8,242,BENCHLANDS TERRACE,8-242 BENCHLANDS TERRACE
-12840923.6835,6636643.1923,13335,,329,SPRING CREEK DRIVE,329 SPRING CREEK DRIVE
-12842010.5956,6638132.6885,13336,11,1530,7TH AVENUE,11-1530 7TH AVENUE
-12841050.0403,6638012.6148,13337,,1231B,1ST AVENUE,1231B 1ST AVENUE
-12842145.139,6633287.4394,13338,4,821,WILSON WAY,4-821 WILSON WAY
-12842024.1554,6637132.7358,13339,103A,820,8TH (Main) STREET,103A-820 8TH (Main) STREET
-12838643.4784,6636638.0002,13340,205,1005,COUGAR CREEK DRIVE,205-1005 COUGAR CREEK DRIVE
-12839770.7394,6636508.1496,13341,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12839945.3388,6636755.1332,13342,114,120,KANANASKIS WAY,114-120 KANANASKIS WAY
-12841994.2676,6633295.4146,13343,9,809,WILSON WAY,9-809 WILSON WAY
-12840662.6421,6638582.451,13344,301,200A,PALLISER LANE,301-200A PALLISER LANE
-12845713.8726,6635484.6886,13345,,16,KEN RITCHIE WAY,16 KEN RITCHIE WAY
-12841046.1867,6637351.5776,13346,315,890,RAILWAY AVENUE           ,315-890 RAILWAY AVENUE           
-12841875.8803,6637420.3013,13347,1A,737,MALLARD ALLEY,1A-737 MALLARD ALLEY
-12841169.1304,6638079.1323,13348,1,1406,2ND AVENUE,1-1406 2ND AVENUE
-12840653.2484,6636330.009,13349,405,707,SPRING CREEK DRIVE,405-707 SPRING CREEK DRIVE
-12839502.4026,6637063.0613,13350,,225,COUGAR POINT ROAD,225 COUGAR POINT ROAD
-12840765.431,6637306.372,13351,103,1102,BOW VALLEY TRAIL,103-1102 BOW VALLEY TRAIL
-12842276.0839,6635107.7957,13352,116,200,PROSPECT HEIGHTS,116-200 PROSPECT HEIGHTS
-12836202.3105,6630010.5703,13353,112,106,STEWART CREEK RISE,112-106 STEWART CREEK RISE
-12840486.044,6637410.4183,13354,242,901,MOUNTAIN STREET,242-901 MOUNTAIN STREET
-12836652.1551,6630016.2798,13355,7303,101G,STEWART CREEK LANDING,7303-101G STEWART CREEK LANDING
-12839695.3902,6635759.4608,13356,302,30,LINCOLN PARK,302-30 LINCOLN PARK
-12835716.2082,6629674.5732,13357,,1352,THREE SISTERS PARKWAY,1352 THREE SISTERS PARKWAY
-12841762.7915,6637366.0983,13358,2,718,10TH STREET,2-718 10TH STREET
-12838685.9997,6636464.6978,13359,,335B,PIONEER ROAD,335B PIONEER ROAD
-12837364.571,6630413.7307,13360,322,107,ARMSTRONG PLACE,322-107 ARMSTRONG PLACE
-12837785.3256,6636368.0048,13361,,16,RIDGE ROAD,16 RIDGE ROAD
-12840538.4667,6636215.1736,13362,202A,1012,SPRING CREEK DRIVE,202A-1012 SPRING CREEK DRIVE
-12837537.9065,6630882.7059,13363,803,70,DYRGAS GATE,803-70 DYRGAS GATE
-12841779.4311,6637635.749,13364,,3,RAILWAY COURT,3 RAILWAY COURT
-12838204.5295,6632351.4461,13365,,175,CROSSBOW PLACE,175 CROSSBOW PLACE
-12841399.9365,6636284.0744,13366,5,602,3RD STREET,5-602 3RD STREET
-12842010.5956,6638132.6885,13367,22,1530,7TH AVENUE,22-1530 7TH AVENUE
-12838150.9214,6630839.8044,13368,,146B,HUBMAN LANDING,146B HUBMAN LANDING
-12839770.7394,6636508.1496,13369,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12840256.5552,6639306.8024,13370,,32,JUNIPER RIDGE,32 JUNIPER RIDGE
-12840651.8666,6636087.5052,13371,211,1105,SPRING CREEK DRIVE,211-1105 SPRING CREEK DRIVE
-12838503.1661,6635608.4093,13372,,65B,RIVERSTONE ROAD,65B RIVERSTONE ROAD
-12838153.9834,6630842.6278,13373,,146,HUBMAN LANDING,146 HUBMAN LANDING
-12840829.4162,6638741.9531,13374,321,300,PALLISER LANE,321-300 PALLISER LANE
-12841276.4535,6634065.134,13375,,169B,MORRIS,169B MORRIS
-12838446.1308,6635054.4909,13376,,1,GROTTO CLOSE,1 GROTTO CLOSE
-12838064.9898,6630659.5583,13377,,102B,HUBMAN LANDING,102B HUBMAN LANDING
-12841441.0006,6637590.4714,13378,306,1140,RAILWAY AVENUE,306-1140 RAILWAY AVENUE
-12841488.0722,6638543.7566,13379,,220,17TH STREET,220 17TH STREET
-12838098.0494,6635865.6107,13380,,303,CANYON CLOSE,303 CANYON CLOSE
-12841690.9129,6636020.482,13381,,705,2ND STREET,705 2ND STREET
-12841093.7365,6637951.6934,13382,1,1230,2ND AVENUE,1-1230 2ND AVENUE
-12841046.1867,6637351.5776,13383,409,890,RAILWAY AVENUE           ,409-890 RAILWAY AVENUE           
-12840932.0163,6637711.025,13384,101,1200       ,2ND AVENUE               ,101-1200 2ND AVENUE
-12843257.4238,6633933.0234,13385,,1061,LAWRENCE GRASSI RIDGE,1061 LAWRENCE GRASSI RIDGE
-12842158.1085,6636629.4435,13386,,838,5TH STREET,838 5TH STREET
-12837787.8273,6635846.7859,13387,,210,LADY MACDONALD DRIVE,210 LADY MACDONALD DRIVE
-12841443.8785,6637679.6799,13388,402,1160,RAILWAY AVENUE,402-1160 RAILWAY AVENUE
-12842700.7037,6637719.4421,13389,,969,13TH STREET,969 13TH STREET
-12838107.2746,6630762.3034,13390,,126,HUBMAN LANDING,126 HUBMAN LANDING
-12839988.1236,6636305.0874,13391,305,101,MONTANE ROAD,305-101 MONTANE ROAD
-12840660.2381,6636449.7161,13392,314,505,SPRING CREEK DRIVE,314-505 SPRING CREEK DRIVE
-12843161.6696,6638546.6522,13393,104,1214,17TH STREET,104-1214 17TH STREET
-12837397.1217,6634884.3919,13394,201,106,BOW MEADOWS CRESCENT,201-106 BOW MEADOWS CRESCENT
-12841346.3382,6638363.6405,13395,107,1602,2ND AVENUE,107-1602 2ND AVENUE
-12841891.6182,6638912.5523,13396,51,1718,BOW VALLEY TRAIL,51-1718 BOW VALLEY TRAIL
-12841364.251,6637565.6699,13397,207,1120,RAILWAY AVENUE,207-1120 RAILWAY AVENUE
-12842086.9461,6638891.9681,13398,,7,INDUSTRIAL PLACE,7 INDUSTRIAL PLACE
-12837640.3204,6631394.8528,13399,,100A,DYRGAS LANE,100A DYRGAS LANE
-12841346.3382,6638363.6405,13400,104,1602,2ND AVENUE,104-1602 2ND AVENUE
-12840010.6064,6636809.9341,13401,415,521,OLD CANMORE ROAD,415-521 OLD CANMORE ROAD
-12840176.3466,6636320.0359,13402,201,500        ,BOW VALLEY TRAIL         ,201-500 BOW VALLEY TRAIL         
-12836428.0535,6630021.4986,13403,902,105,STEWART CREEK RISE,902-105 STEWART CREEK RISE
